0,-0.159547,0.932491,-0.0151747,0.997437,-0.0455781,-0.0550305,-0.00358359,0.999306,-0.0089495,0.0360728,0.00252379,0.713298,0.0868266,0.695394,-0.00972343,0.240085,0.436546,-0.866993,-0.0104355,0.497575,0.845109,0.195457,-0.00257319,0.243079,-0.0130009,0.969898,0.00647855,0.194069,0.923209,0.331621,-0.0069998,
0.1,-0.15984,0.932479,-0.0141435,0.997555,-0.0490138,-0.0488209,-0.00556017,0.998839,-0.00810052,0.0461079,0.002148,0.714431,0.0754393,0.69547,-0.00716152,0.240706,0.440192,-0.864858,-0.0159182,0.507465,0.836975,0.204046,-0.00470002,0.243079,-0.0130009,0.969898,0.00647855,0.194069,0.923209,0.331621,-0.0069998,
0.2,-0.160134,0.932466,-0.0131123,0.997674,-0.0524495,-0.0426112,-0.00753674,0.998372,-0.00725155,0.056143,0.00177221,0.715564,0.064052,0.695546,-0.00459961,0.241326,0.443838,-0.862722,-0.0214009,0.517355,0.82884,0.212635,-0.00682685,0.243079,-0.0130009,0.969898,0.00647855,0.194069,0.923209,0.331621,-0.0069998,
0.3,-0.160942,0.930816,-0.0138225,0.99715,-0.0581469,-0.0456235,-0.011288,0.998321,0.0019439,0.0562515,0.00410021,0.717992,0.0507887,0.694022,-0.00378396,0.257667,0.470378,-0.842326,-0.0189916,0.530744,0.809967,0.244475,-0.00769701,0.243079,-0.0130009,0.969898,0.00647855,0.194069,0.923209,0.331621,-0.0069998,
0.4,-0.161897,0.928697,-0.0150302,0.996443,-0.0644905,-0.0512706,-0.0155464,0.998389,0.013524,0.0535238,0.00720071,0.72079,0.0369894,0.692042,-0.00346724,0.278501,0.503458,-0.816712,-0.0143274,0.545133,0.788025,0.282958,-0.00820812,0.243079,-0.0130009,0.969898,0.00647855,0.194069,0.923209,0.331621,-0.0069998,
0.5,-0.161669,0.926988,-0.0147135,0.996373,-0.063986,-0.0528299,-0.0178431,0.998098,0.0141104,0.0578099,0.00996291,0.722426,0.0232054,0.690921,-0.00359993,0.297118,0.546404,-0.780049,-0.00837043,0.551111,0.764931,0.328778,-0.00636931,0.243079,-0.0130009,0.969898,0.00647855,0.194069,0.923209,0.331621,-0.0069998,
0.6,-0.160496,0.925606,-0.0131772,0.996813,-0.0580029,-0.0511189,-0.0185704,0.997521,0.00590184,0.0677068,0.0124545,0.723133,0.00943363,0.690489,-0.00409216,0.313961,0.597241,-0.734546,-0.00137926,0.55036,0.740916,0.380469,-0.00265057,0.243079,-0.0130009,0.969898,0.00647855,0.194069,0.923209,0.331621,-0.0069998,
0.7,-0.158919,0.925981,-0.0118014,0.99731,-0.0501276,-0.0496233,-0.0168461,0.997088,-0.00238537,0.0747947,0.0120283,0.725235,-0.0153485,0.687249,-0.00173011,0.335832,0.65744,-0.664397,0.00407389,0.54292,0.711509,0.440456,0.000971868,0.243079,-0.0130009,0.969898,0.00647855,0.194069,0.923209,0.331621,-0.0069998,
0.8,-0.156534,0.929867,-0.0107469,0.997919,-0.0384681,-0.0485586,-0.0102185,0.996945,-0.0108298,0.0762643,0.00576675,0.730124,-0.0621512,0.678396,0.00634046,0.367758,0.736362,-0.544957,0.00645102,0.522104,0.671317,0.517038,0.00440169,0.243079,-0.0130009,0.969898,0.00647855,0.194069,0.923209,0.331621,-0.0069998,
0.9,-0.154226,0.932974,-0.010187,0.998413,-0.0277775,-0.0485976,-0.00417236,0.996614,-0.0194733,0.0793396,-6.06355e-05,0.735299,-0.108246,0.66853,0.0142685,0.398231,0.810883,-0.421554,0.00899973,0.5014,0.632223,0.589983,0.00734319,0.243079,-0.0130009,0.969898,0.00647855,0.194069,0.923209,0.331621,-0.0069998,
